Ranking (Top 100) for the queries in Queries.txt in the format:
query_id Q0 doc_id rank BM25_score system_name

hurricane isabel damage:

3 Q0 Washington_Metro 62 3.050771449574959 OkapiBM25NoStopNoStem
3 Q0 Desiccation 63 3.044729533172862 OkapiBM25NoStopNoStem
3 Q0 Africa 64 3.035985488261021 OkapiBM25NoStopNoStem
3 Q0 Dawson%27s_Creek 65 3.034753493333021 OkapiBM25NoStopNoStem
3 Q0 United_States 66 3.0215940448549112 OkapiBM25NoStopNoStem
3 Q0 Great_Plains 67 3.0215618724074877 OkapiBM25NoStopNoStem
3 Q0 Newmarket_Hurricanes 68 3.005724091768309 OkapiBM25NoStopNoStem
3 Q0 Cold_wave 69 2.9840948816834767 OkapiBM25NoStopNoStem
3 Q0 University_of_Washington 70 2.98345512323344 OkapiBM25NoStopNoStem
3 Q0 East_Coast_of_the_United_States 71 2.958647267192862 OkapiBM25NoStopNoStem
3 Q0 Hurricane_Festival 72 2.9514110798566495 OkapiBM25NoStopNoStem
3 Q0 Mexico 73 2.93780405817843 OkapiBM25NoStopNoStem
3 Q0 Hurricane_Irene 74 2.9366635255477402 OkapiBM25NoStopNoStem
3 Q0 Myrtle_Beach,_South_Carolina 75 2.9106914726723145 OkapiBM25NoStopNoStem
3 Q0 Snowsquall 76 2.908583841333612 OkapiBM25NoStopNoStem
3 Q0 Louisiana 77 2.9028090004820273 OkapiBM25NoStopNoStem
3 Q0 Global_warming 78 2.870565179739684 OkapiBM25NoStopNoStem
3 Q0 Astrobiology 79 2.867394926698193 OkapiBM25NoStopNoStem
3 Q0 Columbia_University 80 2.8654288931314063 OkapiBM25NoStopNoStem
3 Q0 Hurricane_Ivan 81 2.826880711898161 OkapiBM25NoStopNoStem
3 Q0 El_Ni%C3%B1o 82 2.8201647925351656 OkapiBM25NoStopNoStem
3 Q0 Wayback_Machine 83 2.817757293007057 OkapiBM25NoStopNoStem
3 Q0 Atmospheric_pressure 84 2.8144835278065883 OkapiBM25NoStopNoStem
3 Q0 Effects_of_Hurricane_Isabel_in_Delaware 85 2.7822235703466287 OkapiBM25NoStopNoStem
3 Q0 Satellite 86 2.7538139894669706 OkapiBM25NoStopNoStem
3 Q0 Hurricane_Cleo 87 2.7428043721046045 OkapiBM25NoStopNoStem
3 Q0 Indonesian_Agency_for_Meteorology,_Climatology_and_Geophysics 88 2.7415671217759154 OkapiBM25NoStopNoStem
3 Q0 Index_of_meteorology_articles 89 2.738219327990923 OkapiBM25NoStopNoStem
3 Q0 Effects_of_Hurricane_Isabel_in_Pennsylvania 90 2.7356449606505224 OkapiBM25NoStopNoStem
3 Q0 Hawker_Hurricane 91 2.7313363118858627 OkapiBM25NoStopNoStem
3 Q0 Hurricane_Ike 92 2.726462240734347 OkapiBM25NoStopNoStem
3 Q0 Superconductivity 93 2.7215689997979045 OkapiBM25NoStopNoStem
3 Q0 USA_Today 94 2.719630463041276 OkapiBM25NoStopNoStem
3 Q0 1933_Atlantic_hurricane_season 95 2.716966965708304 OkapiBM25NoStopNoStem
3 Q0 2009_Atlantic_hurricane_season 96 2.7107300820484435 OkapiBM25NoStopNoStem
3 Q0 Derecho 97 2.6897494533044513 OkapiBM25NoStopNoStem
3 Q0 European_Space_Agency 98 2.6792070697296446 OkapiBM25NoStopNoStem
3 Q0 Space_weather 99 2.6764810378917776 OkapiBM25NoStopNoStem
3 Q0 Regional_Specialized_Meteorological_Center 100 2.629422337767462 OkapiBM25NoStopNoStem

heavy rains:

4 Q0 2017_North_Indian_Ocean_cyclone_season 1 4.553339905105916 OkapiBM25NoStopNoStem
4 Q0 Hurricane_Cleo 2 4.362801835568109 OkapiBM25NoStopNoStem
4 Q0 Hurricane_Hilda 3 4.330389916563915 OkapiBM25NoStopNoStem
4 Q0 Hurricane_Michelle 4 4.327445406562678 OkapiBM25NoStopNoStem
4 Q0 Hurricane_Stan 5 4.2863649697028485 OkapiBM25NoStopNoStem
4 Q0 Hurricane_Joan%E2%80%93Miriam 6 4.263908258721721 OkapiBM25NoStopNoStem
4 Q0 Flash_flood 7 4.255923395986857 OkapiBM25NoStopNoStem
